CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
110541210,11/27/2019,23:30:00,,,1.0,11/28/2019,107,BURGLARY,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0.0,,,,981609.0,197796.0,,,,,40.70958890500003,-74.00952745799998,"(40.70958890500003, -74.00952745799998)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,D
399816810,11/27/2019,18:00:00,,,45.0,11/27/2019,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0.0,,,,1029531.0,238945.0,,,,,40.82241660400008,-73.83639715699996,"(40.822416604000075, -73.83639715699996)",PATROL BORO BRONX,,UNKNOWN,UNKNOWN,E
280541981,11/27/2019,14:00:00,,,47.0,11/27/2019,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,1026142.0,269205.0,UNKNOWN,BLACK,F,,40.90548775500002,-73.84845274499997,"(40.90548775500002, -73.84845274499997)",PATROL BORO BRONX,,45-64,BLACK HISPANIC,F
806802543,11/26/2019,23:30:00,11/27/2019,01:20:00,47.0,11/27/2019,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0.0,,,,1026387.0,262634.0,18-24,BLACK,M,,40.88745131300004,-73.84760778699997,"(40.88745131300004, -73.84760778699997)",PATROL BORO BRONX,,<18,BLACK,F
409318604,11/21/2019,20:00:00,,,107.0,11/27/2019,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,,STREET,N.Y. POLICE DEPT,0.0,,,,1037656.0,199552.0,45-64,WHITE,M,,40.71424791900005,-73.80735390499996,"(40.71424791900005, -73.80735390499996)",PATROL BORO QUEENS SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,F
578168157,01/21/2007,10:23:00,,,,01/21/2007,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,,,,,,,,,,,,,,,25-44,BLACK,M
951506088,11/25/2019,15:00:00,,,109.0,11/26/2019,340,FRAUDS,718.0,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1033470.0,218399.0,,,,,40.76600243000007,-73.82231581199994,"(40.76600243000007, -73.82231581199994)",PATROL BORO QUEENS NORTH,,65+,BLACK,M
281016073,07/01/2019,00:00:00,,,43.0,11/26/2019,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1020316.0,239179.0,18-24,WHITE HISPANIC,M,,40.82310129900002,-73.86969046099993,"(40.82310129900002, -73.86969046099993)",PATROL BORO BRONX,,<18,WHITE HISPANIC,F
867160556,11/25/2019,16:35:00,,,122.0,11/25/2019,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0.0,,,,954827.0,148519.0,,,,,40.57428568800003,-74.10591440499996,"(40.57428568800003, -74.10591440499996)",PATROL BORO STATEN ISLAND,,UNKNOWN,UNKNOWN,E
915335692,11/24/2019,20:00:00,,,110.0,11/25/2019,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,1016239.0,208611.0,25-44,BLACK,M,,40.73921600900008,-73.88456669599998,"(40.739216009000074, -73.88456669599998)",PATROL BORO QUEENS NORTH,,25-44,BLACK,M
441974334,11/23/2019,22:00:00,11/25/2019,08:00:00,46.0,11/25/2019,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0.0,,,,1011725.0,252317.0,,,,,40.85919215900003,-73.90067697099995,"(40.85919215900003, -73.90067697099995)",PATROL BORO BRONX,,18-24,UNKNOWN,F
